ID,Code_Region,Country,name,Type,description,Link
3137,OASEAN,Brunei,Brunei National Energy Association,Industry and Professional Associations,Association of energy companies and professionals in Brunei,sdgbrunei.gov.bn
3138,OASEAN,Brunei,Brunei Energy Efficiency and Renewable Energy Office,Governmental Entities,Implements policies and programs to promote energy efficiency and renewable energy adoption,energy.gov.bn
3139,OASEAN,Brunei,Asia Pacific Energy Research Center Brunei,"Research, Education, and Development Institutions","Conducts research and provides technical assistance in energy efficiency, renewable energy, and energy statistics",ips.ubd.edu.bn
3140,OASEAN,Brunei,Brunei National Energy Management and Conservation Committee,Governmental Entities,Develops and implements energy conservation and management initiatives and policies,sdgbrunei.gov.bn
3141,OASEAN,Brunei,Brunei Investment Agency,Financial and Funding Entities,"Manages investments of Brunei's government, including investments in the energy sector",mofe.gov.bn
3142,OASEAN,Brunei,- Brunei's Society for the Management of Natural Resources,NGOs and Civil Society,"Promotes sustainable management of Brunei's natural resources, including energy resources",sdgbrunei.gov.bn
3143,OASEAN,Brunei,"Brunei Institution of Surveyors, Engineers and Architects",Industry and Professional Associations,Represents professionals in the energy sector and promotes sustainable development practices,ccbd.gov.bn
3144,OASEAN,Brunei,Ministry of Development,Governmental Entities,"Responsible for developing and implementing infrastructure and land-use policies, including related to the energy sector",mod.gov.bn
3145,OASEAN,Brunei,Ministry of Foreign Affairs,Governmental Entities,Represents Brunei in international energy and environmental agreements and negotiations,mfa.gov.bn
3146,OASEAN,Brunei,Brunei Shell Marketing,Commercial Entities,"Subsidiary of Brunei Shell Petroleum, responsible for marketing and distribution of petroleum products in Brunei",bsm.com.bn
3147,OASEAN,Brunei,Association of Southeast Asian Nations (ASEAN),International Entities,"Promotes regional cooperation and integration in the energy sector among member countries, including Brunei",mfa.gov.bn
3148,OASEAN,Brunei,- Agence Française de Développement,Financial and Funding Entities,"Provides financing and technical assistance for sustainable energy projects in Brunei, particularly in rural areas.",ias.ubd.edu.bn
3149,OASEAN,Laos,Lao Ministry of Energy and Mines,Governmental Entities,responsible for overall energy policy and planning,mem.gov.la
3150,OASEAN,Laos,Electricite du Laos,DSO,state-owned utility responsible for distribution and sale of electricity,edl.com.la
3151,OASEAN,Laos,Lao National Power Corporation,TSO,state-owned utility responsible for operation and maintenance of transmission system,ghg.monre.gov.la
3152,OASEAN,Laos,EDL Generation Public Company,IPP,state-owned company responsible for electricity generation,edlgen.com.la
3153,OASEAN,Laos,Lao PDR Rural Electrification Agency,Rural Electrification Agency,responsible for promoting and facilitating electrification of remote rural areas,lad.nafri.org.la
3154,OASEAN,Laos,Province and District Administrations,Local/Regional/Municipal Government Entities,play a role in planning and implementing energy projects at the local level,vientianetimes.org.la
3155,OASEAN,Laos,Lao National Regulatory Authority for Power Sector,Regulatory and Advisory Entities,responsible for regulating and monitoring the electricity sector,nra.gov.la
3156,OASEAN,Laos,Institute of Renewable Energy Promotion,"Research, Education, and Development Institutions",conducts research and provides education on renewable energy,mem.gov.la
3157,OASEAN,Laos,Lao National Chamber of Commerce and Industry,Industry and Professional Associations,represents private businesses in the energy sector,lncci.la
3158,OASEAN,Laos,WWF Laos,NGOs and Civil Society,works on promoting sustainable energy practices and conservation,wwf.org.la
3159,OASEAN,Laos,UNDP Lao PDR,International Entities,works with the Lao government on energy-related projects and initiatives,unhcr.la
3160,OASEAN,Laos,Mekong River Commission,International Entities,"responsible for transboundary cooperation on energy, among other issues",phakhaolao.la
3161,OASEAN,Laos,Asian Development Bank,Financial and Funding Entities,provides loans and grants for energy projects in Laos,lncci.la
3162,OASEAN,Laos,Lao Microfinance Association,Financial and Funding Entities,provides financing for off-grid and renewable energy initiatives,bol.gov.la
3163,OASEAN,Laos,Youth Union of Laos,Miscellaneous Entities and Groups,promotes energy awareness and conservation among youth,laoofficialgazette.gov.la
3164,OASEAN,Laos,- Lao Women's Union,Miscellaneous Entities and Groups,works on promoting access to energy for women in rural areas,laowomenunion.org.la
3165,OASEAN,Laos,Lao National Cleaner Production Centre,Sector-Specific Entities,promotes energy efficiency and clean energy technologies in industries,kpl.gov.la
3166,OASEAN,Laos,Lao National Oil and Gas Corporation,Oil and Gas,responsible for management and exploration of oil and gas resources in Laos.,ghg.monre.gov.la
3167,OASEAN,Myanmar,Ministry of Electricity and Energy,Governmental Entities,Responsible for policy and regulation of the energy sector in Myanmar.,moep.gov.mm
3168,OASEAN,Myanmar,Myanmar Electric Power Enterprise (MEPE),DSO,State-owned utility company responsible for distributing electricity in Myanmar.,moep.gov.mm
3169,OASEAN,Myanmar,Myanma Oil and Gas Enterprise (MOGE),Governmental Entities,"State-owned company responsible for exploration, extraction, and distribution of oil and gas in Myanmar.",moep.gov.mm
3170,OASEAN,Myanmar,"Ministry of Planning, Finance and Industry",Governmental Entities,Responsible for planning and financing energy projects and investments in Myanmar.,mopf.gov.mm
3171,OASEAN,Myanmar,Ministry of Natural Resources and Environmental Conservation,Governmental Entities,"Responsible for managing and conserving the country's natural resources, including energy resources.",monrec.gov.mm
3172,OASEAN,Myanmar,Department of Rural Development,Governmental Entities,Responsible for rural electrification and access to electricity in rural areas.,drd.gov.mm
3173,OASEAN,Myanmar,Ministry of Education,"Research, Education, and Development Institutions",Responsible for promoting education and research in the energy sector.,moe.gov.mm
3174,OASEAN,Myanmar,Renewable Energy Association Myanmar (REAM),Industry and Professional Associations,Promotes and supports the development of renewable energy in Myanmar.,wwf.org.mm
3175,OASEAN,Myanmar,Myanmar Sustainable Energy Development Association (MSEDA),Industry and Professional Associations,Promotes sustainable energy development and supports the renewable energy industry in Myanmar.,
3176,OASEAN,Myanmar,Myanmar Engineering Society (MES),Industry and Professional Associations,Represents and promotes the interests of engineers and professionals in the energy sector.,mes.org.mm
3177,OASEAN,Myanmar,Myanmar Green Energy Association (MGEA),Industry and Professional Associations,Represents and supports companies and organizations involved in green and renewable energy in Myanmar.,myco.dica.gov.mm
3178,OASEAN,Myanmar,Rural Electrification and Development Department (REDD),Rural Electrification Agency,Responsible for coordinating and implementing rural electrification projects in Myanmar.,doa.gov.mm
3179,OASEAN,Myanmar,Yangon City Electricity Supply Board (YESB),Local/Regional/Municipal Government Entities,"Manages and distributes electricity in Yangon, Myanmar's largest city.",moep.gov.mm
3180,OASEAN,Myanmar,Mandalay City Development Committee (MCDC),Local/Regional/Municipal Government Entities,"Manages and distributes electricity in Mandalay, the second largest city in Myanmar.",myanmar.gov.mm
3181,OASEAN,Myanmar,Myanmar Renewable Energy Development Organization (MINRED),NGOs and Civil Society,Promotes and advocates for the development and utilization of renewable energy sources in Myanmar.,moi.gov.mm
3182,OASEAN,Myanmar,International Finance Corporation (IFC),International Entities,Provides financing and advisory services to private sector energy projects in Myanmar.,mcb.com.mm
3183,OASEAN,Myanmar,Asian Development Bank (ADB),International Entities,"Provides finance, technical assistance, and policy advice for energy projects in Myanmar.",uab.com.mm
3184,OASEAN,Myanmar,World Bank,International Entities,Provides financing and technical assistance for sustainable energy projects in Myanmar.,dop.gov.mm
3185,OASEAN,Myanmar,United Nations Development Program (UNDP),International Entities,Supports sustainable energy development and promotes access to clean energy in Myanmar.,csostat.gov.mm
3186,OASEAN,Myanmar,Japan International Cooperation Agency (JICA),International Entities,Supports energy infrastructure and policy development in Myanmar through financing and technical assistance.,dica.gov.mm
3187,OASEAN,Myanmar,USAID,International Entities,Supports clean energy development and energy sector reform in Myanmar through technical assistance and capacity building initiatives.,meral.edu.mm
3188,OASEAN,Myanmar,Power Purchase Agreement Coordinator (PPAC),Regulatory and Advisory Entities,Responsible for promoting investment in the power sector and approving power purchase agreements in Myanmar.,mdn.gov.mm
3189,OASEAN,Malaysia,"Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC)",Governmental Entities (Central/Federal),"Responsible for energy policies, regulations and planning.",malaysia.gov.my
3190,OASEAN,Malaysia,Tenaga Nasional Berhad (TNB),DSO,"Malaysia's largest electricity utility company, responsible for distribution and supply of electricity.",tnb.com.my
3191,OASEAN,Malaysia,Tenaga Nasional Berhad Transmission Division (TNBTD),TSO,Subsidiary of TNB responsible for transmission of electricity in Malaysia.,
3192,OASEAN,Malaysia,Malaysian Energy Commission (Suruhanjaya Tenaga),Regulatory and Advisory Entities,Regulates and approves tariffs for electricity and gas supply.,st.gov.my
3193,OASEAN,Malaysia,Energy Commission of Malaysia (Suruhanjaya Tenaga Malaysia),"Research, Education, and Development Institutions",Conducts research and development in the energy sector.,st.gov.my
3194,OASEAN,Malaysia,"Energy, Green Technology and Water Ministry (KeTTHA)",Governmental Entities (Central/Federal),Responsible for national energy policies and development.,pmo.gov.my
3195,OASEAN,Malaysia,Sustainable Energy Development Authority (SEDA),Governmental Entities (Central/Federal),Promotes renewable energy development in Malaysia.,seda.gov.my
3196,OASEAN,Malaysia,Malaysia Energy Information Hub (Sistem Maklumat Tenaga Malaysia),Data collection and statistics,Provides information and statistics on the energy sector in Malaysia.,meih.st.gov.my
3197,OASEAN,Malaysia,National Energy Efficiency Action Plan (NEEAP),Planning,Develops and implements energy efficiency measures.,malaysia.gov.my
3198,OASEAN,Malaysia,Malaysia Green Technology Corporation (GreenTech Malaysia),Governmental Entities (Central/Federal),Promotes the use of green technology in Malaysia.,mgtc.gov.my
3199,OASEAN,Malaysia,Malaysian Gas Association (MGA),Industry and Professional Associations,Represents and promotes the gas industry in Malaysia.,nst.com.my
3200,OASEAN,Malaysia,Federation of Malaysian Manufacturers (FMM),Industry and Professional Associations,"Represents the manufacturing sector, a major consumer of energy in Malaysia.",fmm.org.my
3201,OASEAN,Malaysia,Malaysian Photovoltaic Industry Association (MPIA),Industry and Professional Associations,Represents the solar energy industry in Malaysia.,mpia.org.my
3202,OASEAN,Malaysia,Malaysian Bioenergy Industry Association (MBIA),Industry and Professional Associations,Represents the bioenergy sector in Malaysia.,mida.gov.my
3203,OASEAN,Malaysia,Malaysian Wind Energy Association (MyWEA),Industry and Professional Associations,Promotes and supports wind energy development in Malaysia.,seda.gov.my
3204,OASEAN,Malaysia,Malaysian Biomass Industries Confederation (MBIC),Industry and Professional Associations,Represents the biomass industry in Malaysia.,biomass.org.my
3205,OASEAN,Malaysia,Malaysian Institute of Energy (MIE),"Research, Education, and Development Institutions",Conducts research and education on energy-related issues.,unikl.edu.my
3206,OASEAN,Malaysia,Malaysian Green Foundation,NGOs and Civil Society,Promotes sustainable development and environmental conservation.,wca.org.my
3207,OASEAN,Malaysia,Malaysian Nature Society (MNS),NGOs and Civil Society,Supports conservation and sustainable use of natural resources.,mns.my
3208,OASEAN,Malaysia,- World Wide Fund for Nature Malaysia (WWF-Malaysia),NGOs and Civil Society,Works towards conservation and sustainable use of natural resources in Malaysia.,wwf.org.my
3209,OASEAN,Malaysia,Malaysian Chamber of Commerce and Industry (MCCI),Industry and Professional Associations,Represents the business community and promotes economic growth.,eurocham.my
3210,OASEAN,Malaysia,Malaysia Debt Ventures Berhad (MDV),Financial and Funding Entities,Provides financing for renewable energy and energy efficiency projects.,mdv.com.my
3211,OASEAN,Malaysia,Sustainable Energy Development Financing Scheme (SEDFS),Financial and Funding Entities,Provides financing for renewable energy and energy efficiency projects.,bnm.gov.my
3212,OASEAN,Malaysia,Malaysia External Trade Development Corporation (MATRADE),Commercial Entities,Promotes exports of energy-related products and services.,matrade.gov.my
3213,OASEAN,Malaysia,Asian Development Bank (ADB),International Entities,Provides assistance and funding for energy projects in Malaysia.,pmo.gov.my
3214,OASEAN,Malaysia,International Renewable Energy Agency (IRENA),International Entities,Collaborates with Malaysia on renewable energy development.,seda.gov.my
3215,OASEAN,Malaysia,United Nations Development Programme (UNDP),International Entities,Supports sustainable energy development in Malaysia.,ecoknights.org.my
3216,OASEAN,Malaysia,Renewable Energy and Energy Efficiency Partnership (REEEP),International Entities,Works towards clean energy solutions in Malaysia.,akademisains.gov.my
3217,OASEAN,Malaysia,Malaysia-China Kuantan Industrial Park (MCKIP),Commercial Entities,Promotes energy-efficient and green technologies in industrial development.,mckip.com.my
3218,OASEAN,Philippines,Department of Energy,Governmental Entities,"Responsible for energy policy, regulation, and planning in the Philippines.",doe.gov.ph
3219,OASEAN,Philippines,National Electrification Administration (NEA),Governmental Entities,Implements rural electrification programs and oversees electric cooperatives in the Philippines.,nea.gov.ph
3220,OASEAN,Philippines,National Power Corporation (NPC),Governmental Entities,Operates all state-owned power plants in the Philippines.,napocor.gov.ph
3221,OASEAN,Philippines,Energy Regulatory Commission (ERC),Regulatory and Advisory Entities,Regulates the power sector and sets tariffs for electricity in the Philippines.,erc.gov.ph
3222,OASEAN,Philippines,National Grid Corporation of the Philippines (NGCP),TSO,Responsible for the transmission of electricity in the Philippines.,ngcp.ph
3223,OASEAN,Philippines,National Transmission Corporation (TRANSCO),TSO,Oversees transmission assets and projects in the Philippines.,transco.ph
3224,OASEAN,Philippines,Electric Power Industry Reform Act (EPIRA) Implementing Agencies,Governmental Entities,"Ensures the implementation of the EPIRA law, which restructured the power sector in the Philippines.",napocor.gov.ph
3225,OASEAN,Philippines,Philippine Electricity Market Corporation (PEMC),Governmental Entities,Manages and operates the Wholesale Electricity Spot Market (WESM) in the Philippines.,wesm.ph
3226,OASEAN,Philippines,National Renewable Energy Board (NREB),Regulatory and Advisory Entities,Advises the government on renewable energy policy and planning.,doe.gov.ph
3227,OASEAN,Philippines,Global Green Growth Institute (GGGI),International Entities,Supports the implementation of renewable energy and energy efficiency projects in the Philippines.,pna.gov.ph
3228,OASEAN,Philippines,National Renewable Energy Program Management Office (NREPMO),Governmental Entities,Oversees the implementation of the National Renewable Energy Program in the Philippines.,
3229,OASEAN,Philippines,Philippine Rural Electric Cooperatives Association (PHILRECA),Industry and Professional Associations,Represents electric cooperatives in the Philippines.,officialgazette.gov.ph
3230,OASEAN,Philippines,Philippine Independent Power Producers Association (PIPPA),Industry and Professional Associations,Represents the independent power producers in the Philippines.,iemop.ph
3231,OASEAN,Philippines,Association of Philippine Electric Cooperatives (APEC),Industry and Professional Associations,Represents electric cooperatives in the Philippines.,psme.org.ph
3232,OASEAN,Philippines,Department of Trade and Industry (DTI),Governmental Entities,Promotes investments and supports the growth of the energy industry in the Philippines.,dti.gov.ph
3233,OASEAN,Philippines,Department of Finance (DOF),Governmental Entities,Oversees the financial management of the energy sector in the Philippines.,dof.gov.ph
3234,OASEAN,Philippines,Department of Science and Technology (DOST),Governmental Entities,Supports research and development initiatives in the energy sector in the Philippines.,dost.gov.ph
3235,OASEAN,Philippines,World Bank,International Entities,Provides funding and technical assistance for energy projects in the Philippines.,niccdies-dev.climate.gov.ph
3236,OASEAN,Philippines,Asian Development Bank (ADB),International Entities,Provides funding and technical assistance for energy projects in the Philippines.,sibika.ph
3237,OASEAN,Philippines,United Nations Development Programme (UNDP),International Entities,Supports the implementation of sustainable energy projects in the Philippines.,sdg.neda.gov.ph
3238,OASEAN,Philippines,Institute for Climate and Sustainable Cities (ICSC),NGOs and Civil Society,Promotes renewable energy and climate change adaptation initiatives in the Philippines.,re-charge.ph
3239,OASEAN,Philippines,Philippine Business for the Environment (PBE),Industry and Professional Associations,Promotes sustainable practices in the business sector in the Philippines.,forestry.denr.gov.ph
3240,OASEAN,Philippines,Philippine Solar Power Association (PSPA),Industry and Professional Associations,Promotes the use of solar energy in the Philippines.,doe.gov.ph
3241,OASEAN,Philippines,Clean Air Asia,NGOs and Civil Society,Supports clean air and sustainable energy initiatives in the Philippines.,3mphilippines.com.ph
3242,OASEAN,Philippines,Philippine Rural Development Project (PRDP),Governmental Entities,"Implements rural development projects, including renewable energy projects, in the Philippines.",prdp.da.gov.ph
3243,OASEAN,Singapore,Ministry of Trade and Industry,Governmental Entity,Responsible for overall policy and regulation of the energy sector in Singapore.,mti.gov.sg
3244,OASEAN,Singapore,Energy Market Authority (EMA),Regulatory and Advisory Entity,"Regulates the electricity and gas markets, and promotes competition and efficiency in the energy sector.",ema.gov.sg
3245,OASEAN,Singapore,Singapore Power Group,DSO,Manages the distribution and retail of electricity to consumers in Singapore.,spgroup.com.sg
3246,OASEAN,Singapore,SP Services Limited,DSO,Maintains the electricity grid infrastructure and provides metering services for consumers.,spgroup.com.sg
3247,OASEAN,Singapore,National Electricity Market of Singapore (NEMS),TSO,Oversees the operation and planning of the transmission grid in Singapore.,ema.gov.sg
3248,OASEAN,Singapore,PowerGrid Limited,TSO,Manages and operates the transmission system in Singapore.,spgroup.com.sg
3249,OASEAN,Singapore,Keppel Electric,IPP,Generates and supplies electricity to the national grid.,blog.moneysmart.sg
3250,OASEAN,Singapore,Sembcorp Industries,IPP,Generates and supplies electricity to the national grid.,sembcorpgas.com.sg
3251,OASEAN,Singapore,Senoko Energy,IPP,Generates and supplies electricity to the national grid.,senokoenergy.sg
3252,OASEAN,Singapore,Tuas Power,IPP,Generates and supplies electricity to the national grid.,tpsupply.com.sg
3253,OASEAN,Singapore,Energy Market Company,Local/Regional/Municipal Government Entity,Monitors and regulates the wholesale electricity market in Singapore.,ema.gov.sg
3254,OASEAN,Singapore,Sustainable Energy Association of Singapore (SEAS),Industry and Professional Association,Promotes sustainable energy development in Singapore.,seas.org.sg
3255,OASEAN,Singapore,Association of Power Utilities Singapore (APUS),Industry and Professional Association,Represents the interests of power utility companies in Singapore.,caas.gov.sg
3256,OASEAN,Singapore,Singapore Institute of Power and Gas (SIPG),"Research, Education, and Development Institution",Provides training and certification for professionals in the energy sector.,spgroup.com.sg
3257,OASEAN,Singapore,National Climate Change Secretariat (NCCS),Governmental Entity,Develops and implements climate change policies and strategies.,nccs.gov.sg
3258,OASEAN,Singapore,National Environment Agency (NEA),Governmental Entity,Monitors and regulates environmental standards and policies in Singapore.,nea.gov.sg
3259,OASEAN,Singapore,Clean Energy Regulator,Regulatory and Advisory Entity,Promotes and regulates the use of clean energy in Singapore.,ema.gov.sg
3260,OASEAN,Singapore,Food and Agriculture Organization (FAO),International Entity,Provides expertise and support for sustainable farm practices and food systems.,sfa.gov.sg
3261,OASEAN,Singapore,World Bank,Financial and Funding Entity,Provides financing for energy projects in Singapore.,sso.agc.gov.sg
3262,OASEAN,Singapore,Shell Singapore,Commercial Entity,"Supplies and markets petroleum, gas, and other energy products in Singapore.",shell.com.sg
3263,OASEAN,Singapore,Singapore Environment Council (SEC),NGO and Civil Society,Promotes environmental sustainability and advocates for green initiatives.,sec.org.sg
3264,OASEAN,Singapore,National University of Singapore Energy Office,"Research, Education, and Development Institution",Conducts research and development on clean energy solutions.,nus.edu.sg
3265,OASEAN,Singapore,Singapore Solar Industry Association (SSIA),Industry and Professional Association,Represents and supports the growth of the solar industry in Singapore.,seris.nus.edu.sg
3266,OASEAN,Thailand,Ministry of Energy,Governmental Entities (Central/Federal),"Responsible for policy, planning, and regulation of the energy sector",energy.go.th
3267,OASEAN,Thailand,Electricity Generating Authority of Thailand (EGAT),TSO,State-owned utility responsible for electricity generation and transmission,egat.co.th
3268,OASEAN,Thailand,Metropolitan Electricity Authority (MEA),DSO,State-owned utility responsible for electricity distribution in Bangkok and surrounding areas,mea.or.th
3269,OASEAN,Thailand,Provincial Electricity Authority (PEA),DSO,State-owned utility responsible for electricity distribution in provincial areas,pea.co.th
3270,OASEAN,Thailand,Natural Resources and Environment Ministry,Governmental Entities (Central/Federal),Responsible for environmental policy and regulation related to energy,mnre.go.th
3271,OASEAN,Thailand,Department of Alternative Energy Development and Efficiency (DEDE),Governmental Entities (Central/Federal),Responsible for promoting and supporting renewable energy development and energy efficiency,weben.dede.go.th
3272,OASEAN,Thailand,Electricity Regulatory Authority of Thailand (ERAT),Regulatory and Advisory Entities,Responsible for regulating and monitoring the electricity industry in Thailand,egat.co.th
3273,OASEAN,Thailand,Energy Policy and Planning Office (EPPO),Governmental Entities (Central/Federal),Responsible for planning and developing national energy policies,eppo.go.th
3274,OASEAN,Thailand,Sirindhorn International Environmental Park Foundation (SIEP),"Research, Education, and Development Institutions",Conducts research on clean energy and promotes environmental awareness,home.sirindhornpark.or.th
3275,OASEAN,Thailand,Thailand Energy Academy,"Research, Education, and Development Institutions",Provides education and training on energy issues,demco.co.th
3276,OASEAN,Thailand,Thailand Environment Institute (TEI),"Research, Education, and Development Institutions",Conducts research and provides training on environmental issues related to energy,tei.or.th
3277,OASEAN,Thailand,Electricity Generating Public Company Limited (EGCO),IPP,Private company involved in electricity generation projects in Thailand,egat.co.th
3278,OASEAN,Thailand,Gulf Energy Development,IPP,Private company involved in electricity generation projects in Thailand,gulf.co.th
3279,OASEAN,Thailand,Global Power Synergy Public Company Limited (GPSC),IPP,Private company involved in electricity generation projects in Thailand,set.or.th
3280,OASEAN,Thailand,Provincial Electricity Generating Authority (PROEN),IPP,State-owned company involved in electricity generation projects in provincial areas,proen.co.th
3281,OASEAN,Thailand,Provincial Electricity Authority (PEA),IPP,State-owned company involved in electricity generation projects in provincial areas,pea.co.th
3282,OASEAN,Thailand,Rural Power Company Limited (RPC),IPP,Private company involved in electricity generation projects in remote and rural communities,irpc.co.th
3283,OASEAN,Thailand,Provincial Energy Authority (PEA),Rural Electrification Agency,Supports and promotes rural electrification projects in Thailand,pea.co.th
3284,OASEAN,Thailand,Provincial Electricity Authority (PEA),DSO,Responsible for managing and expanding rural electricity distribution networks,pea.co.th
3285,OASEAN,Thailand,Ministry of Interior,Local/Regional/Municipal Government Entities,Supports and promotes energy initiatives and projects in rural areas,moi.go.th
3286,OASEAN,Thailand,Federation of Thai Industries,Industry and Professional Associations,Represents the interests of industrial and manufacturing sectors in energy-related issues,ftipc.or.th
3287,OASEAN,Thailand,Thai Chamber of Commerce,Industry and Professional Associations,Represents the interests of businesses and commercial entities in energy-related issues,betterexpress.co.th
3288,OASEAN,Thailand,Thailand Development Research Institute (TDRI),"Research, Education, and Development Institutions",Conducts research on energy policies and development in Thailand,tdri.or.th
3289,OASEAN,Thailand,Greenpeace Southeast Asia,NGOs and Civil Society,Promotes clean and renewable energy development and campaigns against fossil fuels,greenpeace.or.th
3290,OASEAN,Thailand,Conservation International,NGOs and Civil Society,Works with local communities to promote sustainable energy practices and conservation of natural resources,wwf.or.th
3291,OASEAN,Thailand,World Wide Fund for Nature (WWF) Thailand,NGOs and Civil Society,Promotes sustainable energy solutions and advocates for renewable energy policies and regulations,wwf.or.th
3292,OASEAN,Thailand,ASEAN Centre for Energy (ACE),International Entities,Promotes regional cooperation and development in the energy sector across Southeast Asia,webkc.dede.go.th
3293,OASEAN,Thailand,International Renewable Energy Agency (IRENA),International Entities,Partners with Thailand in promoting renewable energy development and deployment,webkc.dede.go.th
3294,OASEAN,Thailand,United Nations Development Programme (UNDP) Thailand,International Entities,Supports projects and initiatives related to sustainable energy and climate change,mfa.go.th
3295,OASEAN,Thailand,Asian Development Bank (ADB),Financial and Funding Entities,Provides financing for energy infrastructure projects in Thailand,ait.ac.th
3296,OASEAN,Thailand,Japan International Cooperation Agency (JICA),Financial and Funding Entities,Supports energy sector development in Thailand through loans and technical assistance,tica-thaigov.mfa.go.th
3297,OASEAN,Thailand,World Bank,Financial and Funding Entities,Supports energy sector reform and development through loans and grants,fpo.go.th
3298,OASEAN,Thailand,Energy Savings Fund Foundation,Financial and Funding Entities,Provides loans and financing for energy efficiency and renewable energy projects in Thailand,efe.or.th
3299,OASEAN,Thailand,Thailand Power Development Fund,Financial and Funding Entities,Provides funding for investments in the energy sector,webkc.dede.go.th
3300,OASEAN,Thailand,Thai Fuel Gas Company Limited,Commercial Entities,Supplies natural gas for power generation in Thailand,bangchak.co.th
3301,OASEAN,Thailand,PTT Public Company Limited,Commercial Entities,State-owned oil and gas company involved in energy production and transportation,set.or.th
3302,OASEAN,Thailand,Bangkok Bank,Commercial Entities,Private financial institution that provides loans for energy projects,set.or.th
3303,OASEAN,Thailand,United Nations Framework Convention on Climate Change (UNFCCC),Miscellaneous Entities and Groups,Oversees international climate change negotiations and agreements,climate.onep.go.th
3304,OASEAN,Thailand,"Thai Solar Energy Co., Ltd.",Sector-Specific Entities,Private company involved in solar energy development and projects in Thailand,set.or.th
3305,OASEAN,Thailand,"Energy Research Institute, Chulalongkorn University",Sector-Specific Entities,Conducts research and provides education in the energy sector,chula.ac.th
3306,OASEAN,Thailand,Electricity Generating Public Company Limited (EGCO),Sector-Specific Entities,State-owned company involved in renewable energy projects and investments in Thailand.,egat.co.th
3307,OASEAN,Vietnam,Ministry of Industry and Trade,Governmental Entities,"Responsible for formulating energy policies and regulations, promoting energy development and managing energy resources",moit.gov.vn
3308,OASEAN,Vietnam,Ministry of Natural Resources and Environment,Governmental Entities,Responsible for managing environmental impacts of energy projects and managing energy resources,monre.gov.vn
3309,OASEAN,Vietnam,Ministry of Science and Technology,Governmental Entities,Responsible for research and development of technologies for clean energy and energy efficiency,most.gov.vn
3310,OASEAN,Vietnam,Vietnam Electricity (EVN),DSO,"State-owned electricity company responsible for electricity generation, transmission and distribution",en.evn.com.vn
3311,OASEAN,Vietnam,National Load Dispatch Centre (NLDC),TSO,Responsible for coordinating and managing the operation of the national electricity grid,en.evn.com.vn
3312,OASEAN,Vietnam,PetroVietnam,IPP,"State-owned oil and gas company responsible for energy exploration, production and distribution",pvn.vn
3313,OASEAN,Vietnam,Vietnam Oil and Gas Group (PV Gas),IPP,Subsidiary of PetroVietnam responsible for natural gas trading and distribution,pvn.vn
3314,OASEAN,Vietnam,National Agency for Energy Efficiency and Conservation,Governmental Entities,Responsible for promoting energy efficiency and conservation in all sectors,vneec.gov.vn
3315,OASEAN,Vietnam,Electricity Regulatory Authority of Vietnam (ERAV),Regulatory and Advisory Entities,"Responsible for regulating the electricity market, licensing and setting tariffs",moit.gov.vn
3316,OASEAN,Vietnam,Institute of Energy,"Research, Education, and Development Institutions","Conducts research and analysis on energy policies, technologies and strategies",vietse.vn
3317,OASEAN,Vietnam,Vietnam Energy Association,Industry and Professional Associations,Represents and advocates for the interests of energy companies and professionals,vietnamenergy.vn
3318,OASEAN,Vietnam,Vietnam Rural Electrification Association,Sector-Specific Entities,Facilitates rural electrification projects and supports energy access for rural communities,worldbank.org.vn
3319,OASEAN,Vietnam,Green Innovation and Development Center,NGOs and Civil Society,Promotes clean energy initiatives and sustainable development,en.greenidvietnam.org.vn
3320,OASEAN,Vietnam,Vietnam Sustainable Energy Alliance,NGOs and Civil Society,Advocates for renewable energy development and climate change mitigation,en.evn.com.vn
3321,OASEAN,Vietnam,Vietnam Chamber of Commerce and Industry,Industry and Professional Associations,"Represents businesses and provides support for trade, investment and economic development",en.vcci.com.vn
3322,OASEAN,Vietnam,Asian Development Bank,International Entities,Provides financing and technical assistance for energy projects and policy support,pmu-usth.edu.vn
3323,OASEAN,Vietnam,World Bank,International Entities,Provides financing and technical assistance for energy projects and policy support,worldbank.org.vn
3324,OASEAN,Vietnam,United Nations Development Programme,International Entities,Works with government and partners to promote sustainable energy and combat climate change,papi.org.vn
3325,OASEAN,Vietnam,Mekong River Commission,International Entities,Coordinates cross-border cooperation for sustainable management and development of the Mekong River,vnmc.gov.vn
3326,OASEAN,Vietnam,Climate Change Working Group,Miscellaneous Entities and Groups,Multi-stakeholder platform for coordination and dialogue on climate change and energy issues,ngocentre.org.vn
3327,OASEAN,Vietnam,Vietnam Renewable Energy Association,Industry and Professional Associations,Promotes the development of renewable energy in Vietnam,vietnamenergy.vn
3328,OASEAN,Vietnam,Electricity of Vietnam (EVN Finance),Financial and Funding Entities,Provides financing for energy projects and investments in the electricity sector,en.evn.com.vn
3329,OASEAN,Vietnam,IFC,Financial and Funding Entities,Provides financing and advisory services for renewable energy projects,vietnamnews.vn
3330,OASEAN,Vietnam,Oxfam Vietnam,NGOs and Civil Society,Works on energy poverty and access issues in rural communities,care.org.vn
3331,OASEAN,Vietnam,- Vietnam Women's Union,NGOs and Civil Society,Empowers women in rural areas to participate in renewable energy initiatives.,vwu.vn
